Name,NameEsp,ItemID,ItemNID
Iron Horse Armor,Armadura de hierro para caballo,iron_horse_armor,1078
Golden Horse Armor,Armadura de oro para caballo,golden_horse_armor,1079
Diamond Horse Armor,Armadura de diamante para caballo,diamond_horse_armor,1080
Leather Horse Armor,Armadura de cuero para caballo,leather_horse_armor,1081
Lead,Rienda,lead,1082
Name Tag,Etiqueta,name_tag,1083
Raw Mutton,Cordero crudo,mutton,1085
Cooked Mutton,Cordero asado,cooked_mutton,1086
White Banner,Estandarte blanco,white_banner,1087
Orange Banner,Estandarte naranja,orange_banner,1088
Magenta Banner,Estandarte magenta,magenta_banner,1089
Light Blue Banner,Estandarte azul claro,light_blue_banner,1090
Yellow Banner,Estandarte amarillo,yellow_banner,1091
Lime Banner,Estandarte verde lima,lime_banner,1092
Pink Banner,Estandarte rosa,pink_banner,1093
Gray Banner,Estandarte gris,gray_banner,1094
Light Gray Banner,Estandarte gris claro,light_gray_banner,1095
Cyan Banner,Estandarte cian,cyan_banner,1096
Purple Banner,Estandarte morado,purple_banner,1097
Blue Banner,Estandarte azul,blue_banner,1098
Brown Banner,Estandarte marrón,brown_banner,1099
Green Banner,Estandarte verde,green_banner,1100
Red Banner,Estandarte rojo,red_banner,1101
Black Banner,Estandarte negro,black_banner,1102
End Crystal,Cristal del End,end_crystal,1103
Chorus Fruit,Fruta chorus,chorus_fruit,1104
Popped Chorus Fruit,Fruta chorus horneada,popped_chorus_fruit,1105
Torchflower Seeds,Semillas de plantorcha,torchflower_seeds,1106
Pitcher Pod,Vaina de planta odre,pitcher_pod,1107
Beetroot,Remolacha,beetroot,1108
Beetroot Seeds,Semillas de remolacha,beetroot_seeds,1109
Beetroot Soup,Estofado de remolacha,beetroot_soup,1110
Dragon's Breath,Aliento de dragón,dragon_breath,1111
Splash Potion,Poción arrojadiza no fabricable,splash_potion,1112
Spectral Arrow,Flecha espectral,spectral_arrow,1113
Tipped Arrow,Flecha con efecto no fabricable,tipped_arrow,1114
Lingering Potion,Poción persistente no fabricable,lingering_potion,1115
Shield,Escudo,shield,1116
Totem of Undying,Tótem de inmortalidad,totem_of_undying,1117
Shulker Shell,Caparazón de shulker,shulker_shell,1118
Iron Nugget,Pepita de hierro,iron_nugget,1119
Music Disc,Disco de música,music_disc_13,1122
Music Disc,Disco de música,music_disc_cat,1123
Music Disc,Disco de música,music_disc_blocks,1124
Music Disc,Disco de música,music_disc_chirp,1125
Music Disc,Disco de música,music_disc_far,1126
Music Disc,Disco de música,music_disc_mall,1127
Music Disc,Disco de música,music_disc_mellohi,1128
Music Disc,Disco de música,music_disc_stal,1129
Music Disc,Disco de música,music_disc_strad,1130
Music Disc,Disco de música,music_disc_ward,1131
Music Disc,Disco de música,music_disc_11,1132
Music Disc,Disco de música,music_disc_wait,1133
Music Disc,Disco de música,music_disc_otherside,1134
Music Disc,Disco de música,music_disc_relic,1135
Music Disc,Disco de música,music_disc_5,1136
Music Disc,Disco de música,music_disc_pigstep,1137
Disc Fragment,Fragmento de disco,disc_fragment_5,1138
Trident,Tridente,trident,1139
Nautilus Shell,Caparazón de nautilo,nautilus_shell,1141
Heart of the Sea,Corazón del mar,heart_of_the_sea,1142
Crossbow,Ballesta,crossbow,1143
Suspicious Stew,Estofado sospechoso,suspicious_stew,1144
Loom,Telar,loom,1145
Flower Charge Banner Pattern,Diseño de estandarte,flower_banner_pattern,1146
Creeper Charge Banner Pattern,Diseño de estandarte,creeper_banner_pattern,1147
Skull Charge Banner Pattern,Diseño de estandarte,skull_banner_pattern,1148
Thing Banner Pattern,Diseño de estandarte,mojang_banner_pattern,1149
Globe Banner Pattern,Diseño de estandarte,globe_banner_pattern,1150
Snout Banner Pattern,Diseño de estandarte,piglin_banner_pattern,1151
Goat Horn,Cuerno de cabra,goat_horn,1152
Composter,Compostador,composter,1153
Barrel,Barril,barrel,1154
Smoker,Ahumador,smoker,1155
Blast Furnace,Alto horno,blast_furnace,1156
Cartography Table,Mesa de cartografía,cartography_table,1157
Fletching Table,Mesa de flechas,fletching_table,1158
Grindstone,Afiladora,grindstone,1159
Smithing Table,Mesa de herrería,smithing_table,1160
Stonecutter,Cortapiedras,stonecutter,1161
Bell,Campana,bell,1162
Lantern,Farol,lantern,1163
Soul Lantern,Farol de almas,soul_lantern,1164
Sweet Berries,Bayas dulces,sweet_berries,1165
Glow Berries,Bayas luminosas,glow_berries,1166
Campfire,Hoguera,campfire,1167
Soul Campfire,Hoguera de almas,soul_campfire,1168
Shroomlight,Brillongo,shroomlight,1169
Honeycomb,Panal,honeycomb,1170
Bee Nest,Colmena,bee_nest,1171
Beehive,Apiario,beehive,1172
Honey Bottle,Frasco con miel,honey_bottle,1173
Honeycomb Block,Bloque de panal,honeycomb_block,1174
Lodestone,Magnetita,lodestone,1175
Crying Obsidian,Obsidiana llorosa,crying_obsidian,1176
Blackstone,Piedra negra,blackstone,1177
Blackstone Slab,Losa de piedra negra,blackstone_slab,1178
Blackstone Stairs,Escaleras de piedra negra,blackstone_stairs,1179
Gilded Blackstone,Piedra negra áurea,gilded_blackstone,1180
Polished Blackstone,Piedra negra pulida,polished_blackstone,1181
Polished Blackstone Slab,Losa de piedra negra pulida,polished_blackstone_slab,1182
Polished Blackstone Stairs,Escaleras de piedra negra pulida,polished_blackstone_stairs,1183
Chiseled Polished Blackstone,Piedra negra pulida cincelada,chiseled_polished_blackstone,1184
Polished Blackstone Bricks,Ladrillos de piedra negra pulida,polished_blackstone_bricks,1185
Polished Blackstone Brick Slab,Losa de ladrillos de piedra negra pulida,polished_blackstone_brick_slab,1186
Polished Blackstone Brick Stairs,Escaleras de ladrillos de piedra negra pulida,polished_blackstone_brick_stairs,1187
Cracked Polished Blackstone Bricks,Ladrillos de piedra negra pulida agrietados,cracked_polished_blackstone_bricks,1188
Respawn Anchor,Nexo de reaparición,respawn_anchor,1189
Candle,Vela,candle,1190
White Candle,Vela blanca,white_candle,1191
Orange Candle,Vela naranja,orange_candle,1192
Magenta Candle,Vela magenta,magenta_candle,1193
Light Blue Candle,Vela azul claro,light_blue_candle,1194
Yellow Candle,Vela amarilla,yellow_candle,1195
Lime Candle,Vela verde lima,lime_candle,1196
Pink Candle,Vela rosa,pink_candle,1197
Gray Candle,Vela gris,gray_candle,1198
Light Gray Candle,Vela gris claro,light_gray_candle,1199
Cyan Candle,Vela cian,cyan_candle,1200
Purple Candle,Vela morada,purple_candle,1201
Blue Candle,Vela azul,blue_candle,1202
Brown Candle,Vela marrón,brown_candle,1203
Green Candle,Vela verde,green_candle,1204
Red Candle,Vela roja,red_candle,1205
Black Candle,Vela negra,black_candle,1206
Small Amethyst Bud,Brote de amatista pequeño,small_amethyst_bud,1207
Medium Amethyst Bud,Brote de amatista mediano,medium_amethyst_bud,1208
Large Amethyst Bud,Brote de amatista grande,large_amethyst_bud,1209
Amethyst Cluster,Cúmulo de amatista,amethyst_cluster,1210
Pointed Dripstone,Caliza puntiaguda,pointed_dripstone,1211
Ochre Froglight,Ranaluz ocre,ochre_froglight,1212
Verdant Froglight,Ranaluz verde,verdant_froglight,1213
Pearlescent Froglight,Ranaluz nacarada,pearlescent_froglight,1214
Echo Shard,Fragmento resonante,echo_shard,1216
Brush,Pincel,brush,1217
Netherite Upgrade,Molde de herrería,netherite_upgrade_smithing_template,1218
Sentry Armor Trim,Molde de herrería,sentry_armor_trim_smithing_template,1219
Dune Armor Trim,Molde de herrería,dune_armor_trim_smithing_template,1220
Coast Armor Trim,Molde de herrería,coast_armor_trim_smithing_template,1221
Wild Armor Trim,Molde de herrería,wild_armor_trim_smithing_template,1222
Ward Armor Trim,Molde de herrería,ward_armor_trim_smithing_template,1223
Eye Armor Trim,Molde de herrería,eye_armor_trim_smithing_template,1224
Vex Armor Trim,Molde de herrería,vex_armor_trim_smithing_template,1225
Tide Armor Trim,Molde de herrería,tide_armor_trim_smithing_template,1226
Snout Armor Trim,Molde de herrería,snout_armor_trim_smithing_template,1227
Rib Armor Trim,Molde de herrería,rib_armor_trim_smithing_template,1228
Spire Armor Trim,Molde de herrería,spire_armor_trim_smithing_template,1229
Wayfinder Armor Trim,Molde de herrería,wayfinder_armor_trim_smithing_template,1230
Shaper Armor Trim,Molde de herrería,shaper_armor_trim_smithing_template,1231
Silence Armor Trim,Molde de herrería,silence_armor_trim_smithing_template,1232
Raiser Armor Trim,Molde de herrería,raiser_armor_trim_smithing_template,1233
Host Armor Trim,Molde de herrería,host_armor_trim_smithing_template,1234
Angler Pottery Sherd,Fragmento de cerámica de caña de pescar,angler_pottery_sherd,1235
Archer Pottery Sherd,Fragmento de cerámica de arco,archer_pottery_sherd,1236
Arms Up Pottery Sherd,Fragmento de cerámica de monigote,arms_up_pottery_sherd,1237
Blade Pottery Sherd,Fragmento de cerámica de espada,blade_pottery_sherd,1238
Brewer Pottery Sherd,Fragmento de cerámica de poción,brewer_pottery_sherd,1239
Burn Pottery Sherd,Fragmento de cerámica de fuego,burn_pottery_sherd,1240
Danger Pottery Sherd,Fragmento de cerámica de creeper,danger_pottery_sherd,1241
Explorer Pottery Sherd,Fragmento de cerámica de mapa,explorer_pottery_sherd,1242
Friend Pottery Sherd,Fragmento de cerámica de amistad,friend_pottery_sherd,1243
Heart Pottery Sherd,Fragmento de cerámica de corazón,heart_pottery_sherd,1244
Heartbreak Pottery Sherd,Fragmento de cerámica de corazón roto,heartbreak_pottery_sherd,1245
Howl Pottery Sherd,Fragmento de cerámica de lobo,howl_pottery_sherd,1246
Miner Pottery Sherd,Fragmento de cerámica de pico,miner_pottery_sherd,1247
Mourner Pottery Sherd,Fragmento de cerámica de warden,mourner_pottery_sherd,1248
Plenty Pottery Sherd,Fragmento de cerámica de cofre,plenty_pottery_sherd,1249
Prize Pottery Sherd,Fragmento de cerámica de gema,prize_pottery_sherd,1250
Sheaf Pottery Sherd,Fragmento de cerámica de paja,sheaf_pottery_sherd,1251
Shelter Pottery Sherd,Fragmento de cerámica de refugio,shelter_pottery_sherd,1252
Skull Pottery Sherd,Fragmento de cerámica de calavera,skull_pottery_sherd,1253
Snort Pottery Sherd,Fragmento de cerámica de sniffer,snort_pottery_sherd,1254
